nombre,link,direccion,tipo,categoria,telefono,email,web,coordenadas,web_interna,situacion_caminos_de_santiago,soles_repsol,horario_de_admisión:,tipos_de_servicios,regímenes,plazas_totales_calculadas,clasificación,servicios_de_autocaravanas,situacion_acceso,declaración,principales_monumentos,número_de_tiendas,tipo_tiendas,actividades,servicios_convenciones,alquiler,habitaciones,más_información,descripción_de_actividades,navegación,períodos_de_funcionamiento,servicios_de_las_instalaciones,servicios_de_la_población,características,rango,accesibilidad,estrellas_michelin,situación,superficie,servicios,información_y_equipamientos,artesanos,actividad_del_taller,otras_características,salones,tarjetas,estilos,orden_religiosa,el_paseo,accesibilidad_a_tener_en_cuenta
LOS VIAJES DE HUNO,https://www.turismo.gal/recurso/-/detalle/210818000417/los-viajes-de-huno?langId=es_ES&tp=73&ctre=153,"JOAQUIN COSTA, nº 7-9 36001 Pontevedra - Pontevedra",Agencia de viajes,,,info@losviajesdehuno.com,,,,Camino Portugués,,,,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LÚA CHEA,https://www.turismo.gal/recurso/-/detalle/15540/lua-chea?langId=es_ES&tp=24&ctre=142,"Calle San Sebatián, nº 23 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 666 705 642,oceano2006@hotmail.com,,"42º 25' 57.2"" N - 8º 38' 38.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADINA,https://www.turismo.gal/recurso/-/detalle/v-po-003712/madina?langId=es_ES&tp=1001549&ctre=40000240,"Calle ALVARO CUNQUEIRO, nº 7 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADRID,https://www.turismo.gal/recurso/-/detalle/2273/madrid?langId=es_ES&tp=22&ctre=129,"Calle Andrés Mellado , nº 5 36001 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 865 180,contacto@hotelmadrid.org,http://www.hotelmadrid.org/,"42º 25' 43.3"" N - 8º 38' 36.8"" W",http://www.hotelmadrid.org/,Camino Portugués | Camino Portugués de la costa,,,Admite perros | Admite tarjetas de crédito | Aire acondicionado | Ascensor | Bar-Cafetería | Calefacción central | Garaje de pago | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Sala de Reuniones | Salón de estar | Secador pelo en habitaciones | Se habla inglés | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHALO POKÉ,https://www.turismo.gal/recurso/-/detalle/230511000289/mahalo-poke?langId=es_ES&tp=24&ctre=142,"Calle José Malvar Figueroa, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 646 896 433,alvaro16592@hotmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKY,https://www.turismo.gal/recurso/-/detalle/160713000063/maky?langId=es_ES&tp=1001549&ctre=40000240,"Calle HERREROS, nº 17 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAMA DONER KEBAP,https://www.turismo.gal/recurso/-/detalle/c-po-000969/mama-doner-kebap?langId=es_ES&tp=1001550&ctre=40000242,"Calle Padre Luis, nº 9 36002 Pontevedra - Pontevedra",Cafetería,,+34 659 116 285,abulkazal66@gmail.com,,"42º 25' 55.8"" N - 8º 38' 31.7"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAMA SOFIA,https://www.turismo.gal/recurso/-/detalle/211129000265/mama-sofia?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Antoniño, nº 83 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAMAJUANA FOOD & DRINK,https://www.turismo.gal/recurso/-/detalle/250408000340/mamajuana-food-drink?langId=es_ES&tp=1001549&ctre=40000240,"Calle Baron, nº 2 36001 Pontevedra - Pontevedra",Café bar,,+34 657 232 022,LUISALEXISPUNTACANA@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR DE FORA,https://www.turismo.gal/recurso/-/detalle/190124000373/mar-de-fora?langId=es_ES&tp=1001549&ctre=40000240,"Calle Amargura, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCO,https://www.turismo.gal/recurso/-/detalle/150622000128/marco?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fernández Villaverde, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,ISA@MARCOCAFE.ES,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAREANTES,https://www.turismo.gal/recurso/-/detalle/v-po-007481/mareantes?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Nicolas, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGO,https://www.turismo.gal/recurso/-/detalle/280383416/margo?langId=es_ES&tp=67&ctre=135,"Calle Marqués de Riestra, nº 4 36001 Pontevedra - Pontevedra",Pensión,1 estrella,,,,"42º 25' 47.1"" N - 8º 38' 45.1"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARÍA LUISA,https://www.turismo.gal/recurso/-/detalle/280382873/maria-luisa?langId=es_ES&tp=24&ctre=142,"AVDA. URUGUAY, 63, BAIXO 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. BRUNCH,https://www.turismo.gal/recurso/-/detalle/210312001472/d.-brunch?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Pedro Alcántara, nº 3 36003 Pontevedra - Pontevedra",Café bar,,,JOSEMACUNAG@DRBRUNCH.ES,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIBEN,https://www.turismo.gal/recurso/-/detalle/v-po-005964/mariben?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alvaro Cunqueiro, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARINA DOR TABERNA TÍPICA,https://www.turismo.gal/recurso/-/detalle/210312001485/marina-dor-taberna-tipica?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Santa María de Xeve, nº 46 36151 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARISMAS DE ALBA,https://www.turismo.gal/recurso/-/detalle/190529000514/marismas-de-alba?langId=es_ES&tp=40003930&ctre=40000140,Pontevedra - Pontevedra,Naturaleza en el Camino,,,,,"42º 26' 52.5"" N - 8º 38' 46.7"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARPI,https://www.turismo.gal/recurso/-/detalle/c-po-001035/marpi?langId=es_ES&tp=1001550&ctre=40000242,"Calle Francisco Tomás y Valiente, nº 3 36004 Pontevedra - Pontevedra",Cafetería,,+34 689 489 702,carmen.casal.pardo@gmail.com,,"42º 25' 29.2"" N - 8º 37' 57.3"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC DONALDS,https://www.turismo.gal/recurso/-/detalle/280382915/mc-donalds?langId=es_ES&tp=24&ctre=142,AVDA. DE LUGO 79 36004 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 848 134,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCADILLO,https://www.turismo.gal/recurso/-/detalle/35182/mercadillo?langId=es_ES&tp=49&ctre=283,Enxeñeiro Rafael Areses 36005 Pontevedra - Pontevedra,Mercadillo,feirón,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,Local,,,,,,,,,,,,,,,
MERCADILLO DE ESTRIBELA,https://www.turismo.gal/recurso/-/detalle/35174/mercadillo-de-estribela?langId=es_ES&tp=49&ctre=283,36910 Pontevedra - Pontevedra,Mercadillo,feirón,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,Local,,,,,,,,,,,,,,,
MERCADO DE ABASTOS,https://www.turismo.gal/recurso/-/detalle/v-po-006645/mercado-de-abastos?langId=es_ES&tp=1001549&ctre=40000240,"Sierra - (Mercado de Abastos , nº 5 - s/n de posto 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCADO MUNICIPAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/280378844/mercado-municipal-de-pontevedra?langId=es_ES&tp=39&ctre=223,"Calle La Sierra, nº 5 36002 Pontevedra - Pontevedra",Mercado de abastos,,,info@ponteabastos.com,,"42º 26' 02.7"" N - 8º 38' 37.1"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERLUZATECA,https://www.turismo.gal/recurso/-/detalle/200110000090/merluzateca?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra (Mercado de Abastos), nº 5 - Posto 21-B 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERRY´S,https://www.turismo.gal/recurso/-/detalle/180216000157/merry-s?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alhóndiga, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,MERRISPONTEVEDRA@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MESÓN, 6",https://www.turismo.gal/recurso/-/detalle/190613000237/meson-6?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Mesón, nº 6 36690 Pontevedra - Pontevedra",Café bar,,,TOMAS.GP@HOTMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEU BAKERY AND COFFEE,https://www.turismo.gal/recurso/-/detalle/220203000072/meu-bakery-and-coffee?langId=es_ES&tp=1001549&ctre=40000240,"Calle ROUCO, nº 10 36004 Pontevedra - Pontevedra",Café bar,,,marcelinofilgueirasobral@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEU E TEU,https://www.turismo.gal/recurso/-/detalle/v-po-007812/meu-e-teu?langId=es_ES&tp=1001549&ctre=40000240,"Plaza 8 De Marzo, nº 6 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICAZO RAMEN,https://www.turismo.gal/recurso/-/detalle/278516765/micazo-ramen?langId=es_ES&tp=24&ctre=142,"Calle Manuel Quiroga, nº 2 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,"42º 25' 54.7"" N - 8º 38' 43.0"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILANO DE LOS MARES,https://www.turismo.gal/recurso/-/detalle/c-po-000950/milano-de-los-mares?langId=es_ES&tp=1001550&ctre=40000242,"PADRE LUIS, 1 0 Pontevedra - Pontevedra",Cafetería,,,,,"42º 25' 56.4"" N - 8º 38' 33.5"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIÑA,https://www.turismo.gal/recurso/-/detalle/v-po-009092/mina?langId=es_ES&tp=1001549&ctre=40000240,"Plaza San José, nº 4 36001 Pontevedra - Pontevedra",Café bar,,,3nortespontevedra@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINI,https://www.turismo.gal/recurso/-/detalle/v-po-006712/mini?langId=es_ES&tp=1001549&ctre=40000240,"Calle Condesa Pardo Bazán, nº 1 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRADOIRO DE OUTEIRO NAVÍO,https://www.turismo.gal/recurso/-/detalle/240213000183/miradoiro-de-outeiro-navio?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,,"42º 23' 51.9"" N - 8º 36' 02.1"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRADOIRO LEGUA DA CHAN,https://www.turismo.gal/recurso/-/detalle/240213000181/miradoiro-legua-da-chan?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,,"42º 23' 33.9"" N - 8º 36' 01.4"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRADOIRO REGA PEREIRA,https://www.turismo.gal/recurso/-/detalle/240213000180/miradoiro-rega-pereira?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,,"42º 23' 41.7"" N - 8º 36' 33.9"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRADOR DE SAN CIBRÁN,https://www.turismo.gal/recurso/-/detalle/3702/mirador-de-san-cibran?langId=es_ES&tp=4&ctre=17,Pontevedra - Pontevedra,Mirador,,,,,"42º 24' 46.2"" N - 8º 37' 33.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS VIAJES CON PANCHO,https://www.turismo.gal/recurso/-/detalle/181211000061/mis-viajes-con-pancho?langId=es_ES&tp=73&ctre=153,"Calle Joaquín Costa, nº 10 36001 Pontevedra - Pontevedra",Agencia de viajes,,+34 986 956 683,info@misviajesconpancho.com,http://www.misviajesconpancho.com/,"42º 25' 43.7"" N - 8º 38' 28.7"" W",http://www.misviajesconpancho.com/,Camino Portugués | Camino Portugués de la costa,,,,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencias de viajes con establecimiento físico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISSION SURF CLUB,https://www.turismo.gal/recurso/-/detalle/170525000654/mission-surf-club?langId=es_ES&tp=72&ctre=154,"Calle SAGASTA, nº 18 36001 Pontevedra - Pontevedra",Empresas de actividades de aventura o naturaleza,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISSION SURF SCHOOL,https://www.turismo.gal/recurso/-/detalle/200604000056/mission-surf-school?langId=es_ES&tp=85&ctre=172,"Rúa Peregrina , nº 48 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISTER KEBAB PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/v-po-007684/mister-kebab-pontevedra?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rafael Alonso, nº 4-6 36003 Pontevedra - Pontevedra",Café bar,,+34 698 122 985,saima.saimahaider86@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MISTO CAFÉ BAR,https://www.turismo.gal/recurso/-/detalle/230403000038/misto-cafe-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marquesa, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,laura@mistocafebar.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIZI BAKERY,https://www.turismo.gal/recurso/-/detalle/v-po-009536/mizi-bakery?langId=es_ES&tp=1001549&ctre=40000240,"Calle Germán Adrio Sobrino , nº 2 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOI BO,https://www.turismo.gal/recurso/-/detalle/161007000006/moi-bo?langId=es_ES&tp=1001549&ctre=40000240,"Calle MICHELENA , nº 34 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLCAJETE,https://www.turismo.gal/recurso/-/detalle/v-po-008142/molcajete?langId=es_ES&tp=1001549&ctre=40000240,"Calle Laranxo (Juan Flórez 16), nº 21 36002 Pontevedra - Pontevedra",Café bar,,,GGUERRERO_04@HOTMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOMA,https://www.turismo.gal/recurso/-/detalle/21536/moma?langId=es_ES&tp=24&ctre=142,"Calle Tetuán, nº 10 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 678 760 879,MIGUELMARHER14@GMAIL.COM,,"42º 25' 57.6"" N - 8º 38' 46.8"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOMU FACKER,https://www.turismo.gal/recurso/-/detalle/230929000447/momu-facker?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Santa María, nº 1 36002 Pontevedra - Pontevedra",Café bar,,+34 672 279 438,PADALDASANTINA@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONICA,https://www.turismo.gal/recurso/-/detalle/v-po-007717/monica?langId=es_ES&tp=1001549&ctre=40000240,"Calle Loureiro Crespo, nº 63 Pontevedra - Pontevedra",Café bar,,+34 986 767 080,conchyalonsoalcalde@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNTAINPICS ADVENTURES,https://www.turismo.gal/recurso/-/detalle/230104000018/mountainpics-adventures?langId=es_ES&tp=73&ctre=153,,Agencia de viajes,,,info@mountainpablo.es,http://www.mountainpics.es/,,http://www.mountainpics.es/,Camino Portugués,,,,,,Grupo: Minorista | Tipo agencia: Casa matriz | Modalidad: Agencia de viajes on line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULLIGANS,https://www.turismo.gal/recurso/-/detalle/v-po-006669/mulligans?langId=es_ES&tp=1001549&ctre=40000240,"Calle Paio Gómez De Soutomaior, nº 3 36005 Pontevedra - Pontevedra",Café bar,,,cerveceriamulligans@hotmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNDIAL,https://www.turismo.gal/recurso/-/detalle/c-po-000753/mundial?langId=es_ES&tp=1001550&ctre=40000242,"Calle Doutor Loureiro Crespo, nº 13 36004 Pontevedra - Pontevedra",Cafetería,,+34 618 494 497,carmenargibayiglesias@gmail.com,,"42º 25' 44.7"" N - 8º 38' 12.4"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUSEO PROVINCIAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/402/museo-provincial-de-pontevedra?langId=es_ES&tp=13&ctre=75,"Calle Padre Amoedo Carballo, nº 3 36002 Pontevedra - Pontevedra",Museos y colecciones visitables,,+34 986 804 100,secretaria.museo@depo.gal,https://museo.depo.gal/,"42º 26' 00.6"" N - 8º 38' 31.0"" W",https://museo.depo.gal/,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,Web: https://museos.xunta.gal/museos/museo-provincial-pontevedra | Titularidad: Pública (Municipal),,,,,,,,,,,,,,,,,,,,,,
NA POLA,https://www.turismo.gal/recurso/-/detalle/191211000131/na-pola?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra (Mercado de Abastos) , nº 5 - Posto 18-20-22 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NACAMA HOSTEL,https://www.turismo.gal/recurso/-/detalle/190819000159/nacama-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle Lavandeiras, nº 1 36003 Pontevedra - Pontevedra",Albergue Turístico,,,info@nacamahostel.es,https://nacamahostel.es/,"42º 25' 35.7"" N - 8º 38' 20.1"" W",https://nacamahostel.es/,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ÑAN BURGUER,https://www.turismo.gal/recurso/-/detalle/v-po-004180/nan-burguer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marques de Riestra, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASA,https://www.turismo.gal/recurso/-/detalle/210802000017/nasa?langId=es_ES&tp=1001549&ctre=40000240,"Calle Galera, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATAS DOURO,https://www.turismo.gal/recurso/-/detalle/200729000730/natas-douro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Peregrina, nº 24 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEBRASCA,https://www.turismo.gal/recurso/-/detalle/v-po-005048/nebrasca?langId=es_ES&tp=1001549&ctre=40000240,"Calle Loureiro Crespo, nº 53 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW POUSADA DO PINCHO,https://www.turismo.gal/recurso/-/detalle/c-po-001021/new-pousada-do-pincho?langId=es_ES&tp=1001550&ctre=40000242,"Calle Padre Luis Mª. Fernández, nº 8 36002 Pontevedra - Pontevedra",Cafetería,,+34 666 714 317,patricia.espino1703@gmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW BOMBAY,https://www.turismo.gal/recurso/-/detalle/v-po-006935/new-bombay?langId=es_ES&tp=1001549&ctre=40000240,"Calle Charino, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,mlc@quipusasesores.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NON CHO DIGO,https://www.turismo.gal/recurso/-/detalle/v-po-003656/non-cho-digo?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Albeiro , nº s/n 36158 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORO,https://www.turismo.gal/recurso/-/detalle/v-po-008627/noro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padre Luis, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,ESPREGUELNORO@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO MIRADOR DE ALBA,https://www.turismo.gal/recurso/-/detalle/v-po-000869/novo-mirador-de-alba?langId=es_ES&tp=1001549&ctre=40000240,"TOUCEDA - ALBA, nº 36 36157 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO ROBERT S,https://www.turismo.gal/recurso/-/detalle/v-po-008863/novo-robert-s?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alfonso X El Sabio, nº 31 36003 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVOSOTO,https://www.turismo.gal/recurso/-/detalle/11726/novosoto?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, 20 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 856 565,,,"42º 25' 41.3"" N - 8º 38' 26.1"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOX,https://www.turismo.gal/recurso/-/detalle/v-po-008048/nox?langId=es_ES&tp=1001549&ctre=40000240,"ANDRES MELLADO, 11 1 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUEVO EUROPA,https://www.turismo.gal/recurso/-/detalle/v-po-005404/nuevo-europa?langId=es_ES&tp=1001549&ctre=40000240,"RUA ITALIA, 5 - MONTEPORREIRO 162 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUMA EXPERIMENTAL,https://www.turismo.gal/recurso/-/detalle/230109000038/numa-experimental?langId=es_ES&tp=22&ctre=129,"Camino Valadiña, nº 3 36158 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 654 260 389,siempresaleelsolsl@gmail.com,http://www.numaexperimental.com/,"42º 24' 16.2"" N - 8º 37' 29.5"" W",http://www.numaexperimental.com/,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O BAR DELA,https://www.turismo.gal/recurso/-/detalle/v-po-005699/o-bar-dela?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Iglesia-Salcedo, nº 15 36143 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O BARBOL,https://www.turismo.gal/recurso/-/detalle/v-po-008561/o-barbol?langId=es_ES&tp=1001549&ctre=40000240,"RUA REAL, 21 2 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O BIOCO,https://www.turismo.gal/recurso/-/detalle/v-po-009132/o-bioco?langId=es_ES&tp=1001549&ctre=40000240,"RUA MANUEL QUIROGA, 18 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O DIAÑO,https://www.turismo.gal/recurso/-/detalle/v-po-007099/o-diano?langId=es_ES&tp=1001549&ctre=40000240,R/CHARINO Nº 33 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O FOGAR DOS MARTINEZ,https://www.turismo.gal/recurso/-/detalle/c-po-000408/o-fogar-dos-martinez?langId=es_ES&tp=1001550&ctre=40000242,"R/ PADRE LUIS, 7 BAJO DERECHA 0 Pontevedra - Pontevedra",Cafetería,,,,,"42º 25' 55.8"" N - 8º 38' 32.3"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
