nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas,municipio
ÑAN BURGUER,https://www.turismo.gal/recurso/-/detalle/v-po-004180/nan-burguer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marques de Riestra, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NASA,https://www.turismo.gal/recurso/-/detalle/210802000017/nasa?langId=es_ES&tp=1001549&ctre=40000240,"Calle Galera, nº 6 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NATAS DOURO,https://www.turismo.gal/recurso/-/detalle/200729000730/natas-douro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Peregrina, nº 24 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NEBRASCA,https://www.turismo.gal/recurso/-/detalle/v-po-005048/nebrasca?langId=es_ES&tp=1001549&ctre=40000240,"Calle Loureiro Crespo, nº 53 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NEW POUSADA DO PINCHO,https://www.turismo.gal/recurso/-/detalle/c-po-001021/new-pousada-do-pincho?langId=es_ES&tp=1001550&ctre=40000242,"Calle Padre Luis Mª. Fernández, nº 8 36002 Pontevedra - Pontevedra",Cafetería,,+34 666 714 317,patricia.espino1703@gmail.com,Donde comer,,mailto:patricia.espino1703@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NEW BOMBAY,https://www.turismo.gal/recurso/-/detalle/v-po-006935/new-bombay?langId=es_ES&tp=1001549&ctre=40000240,"Calle Charino, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,mlc@quipusasesores.com,Donde comer,,mailto:mlc@quipusasesores.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NON CHO DIGO,https://www.turismo.gal/recurso/-/detalle/v-po-003656/non-cho-digo?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Albeiro , nº s/n 36158 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NORO,https://www.turismo.gal/recurso/-/detalle/v-po-008627/noro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padre Luis, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,ESPREGUELNORO@GMAIL.COM,Donde comer,,mailto:ESPREGUELNORO@GMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NOVO MIRADOR DE ALBA,https://www.turismo.gal/recurso/-/detalle/v-po-000869/novo-mirador-de-alba?langId=es_ES&tp=1001549&ctre=40000240,"TOUCEDA - ALBA, nº 36 36157 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NOVO ROBERT S,https://www.turismo.gal/recurso/-/detalle/v-po-008863/novo-robert-s?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alfonso X El Sabio, nº 31 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
NOVOSOTO,https://www.turismo.gal/recurso/-/detalle/11726/novosoto?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, 20 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 856 565,,Donde comer,"42º 25' 41.3"" N - 8º 38' 26.1"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
O BAR DELA,https://www.turismo.gal/recurso/-/detalle/v-po-005699/o-bar-dela?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Iglesia-Salcedo, nº 15 36143 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O FORNO,https://www.turismo.gal/recurso/-/detalle/231018000338/o-forno?langId=es_ES&tp=1001549&ctre=40000240,"Calle Virxinia Pereira, nº 15 36004 Pontevedra - Pontevedra",Café bar,,+34 651 655 766,bibibanohanna@gmail.com,Donde comer,,mailto:bibibanohanna@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O FORNO,https://www.turismo.gal/recurso/-/detalle/c-po-000720/o-forno?langId=es_ES&tp=1001550&ctre=40000242,"Calle Riestra, nº 16 36001 Pontevedra - Pontevedra",Cafetería,,+34 651 655 766,bibianohanna@gmail.com,Donde comer,,mailto:bibianohanna@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O FORNO,https://www.turismo.gal/recurso/-/detalle/r-po-002618/o-forno?langId=es_ES&tp=24&ctre=142,"LG. TOMEZA-LUSQUIÑOS, Nº 82 36158 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
O FORNO,https://www.turismo.gal/recurso/-/detalle/v-po-005704/o-forno?langId=es_ES&tp=1001549&ctre=40000240,"Calle Salustiano Portela , nº 3 36002 Pontevedra - Pontevedra",Café bar,,,bibianohanna@gmail.com,Donde comer,,mailto:bibianohanna@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O GALO DOURADO,https://www.turismo.gal/recurso/-/detalle/28390/o-galo-dourado?langId=es_ES&tp=24&ctre=142,36155 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 870 441,,Donde comer,"42º 27' 12.0"" N - 8º 38' 22.2"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
O GRIFON,https://www.turismo.gal/recurso/-/detalle/v-po-006676/o-grifon?langId=es_ES&tp=1001549&ctre=40000240,"CALLE REAL, 24 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O LAGARTO,https://www.turismo.gal/recurso/-/detalle/11624/o-lagarto?langId=es_ES&tp=24&ctre=142,"Pintor Laxeiro, 28 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 896 607,,Donde comer,"42º 25' 30.7"" N - 8º 37' 56.0"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
O MIÑO PAN,https://www.turismo.gal/recurso/-/detalle/v-po-006429/o-mino-pan?langId=es_ES&tp=1001549&ctre=40000240,"AVDA. DE VIGO, 46 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O NOSO BAR 2.0,https://www.turismo.gal/recurso/-/detalle/250220000304/o-noso-bar-2.0?langId=es_ES&tp=1001549&ctre=40000240,"Calle Arcebispo Malvar, nº 22 36002 Pontevedra - Pontevedra",Café bar,,+34 603 262 129,beniesme.13@gmail.com,Donde comer,,mailto:beniesme.13@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O NOSO PORRON,https://www.turismo.gal/recurso/-/detalle/11628/o-noso-porron?langId=es_ES&tp=24&ctre=142,"Calle San Nicolas , nº 5 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 644 966 430,,Donde comer,"42º 26' 01.4"" N - 8º 38' 45.0"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
O PAISANIÑO,https://www.turismo.gal/recurso/-/detalle/210310001115/o-paisanino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Moldes - Marcón, nº 19 36161 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O PARQUE,https://www.turismo.gal/recurso/-/detalle/210720000343/o-parque?langId=es_ES&tp=1001549&ctre=40000240,Lg. Praia da xunqueira - Pontesampaio 36690 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O QUIÑON,https://www.turismo.gal/recurso/-/detalle/210108000017/o-quinon?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra (Mercado de Abastos), nº 5 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O RECUNCHO DO PEREGRINO,https://www.turismo.gal/recurso/-/detalle/v-po-009834/o-recuncho-do-peregrino?langId=es_ES&tp=1001549&ctre=40000240,R/ SANTIÑA Nº 97 BAIXO 36005 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O REGATO PEQUENO,https://www.turismo.gal/recurso/-/detalle/160307000017/o-regato-pequeno?langId=es_ES&tp=1001549&ctre=40000240,"Calle Herreros, nº 25 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O RINCÓN DE ZOILA,https://www.turismo.gal/recurso/-/detalle/31824/o-rincon-de-zoila?langId=es_ES&tp=24&ctre=142,"Plaza de Placeres, nº3-B 36038 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 890 626,,Donde comer,"42º 24' 18.1"" N - 8º 40' 58.6"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
O SOUTO,https://www.turismo.gal/recurso/-/detalle/v-po-008899/o-souto?langId=es_ES&tp=1001549&ctre=40000240,"RUA BARON, 15 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
ORLY,https://www.turismo.gal/recurso/-/detalle/c-po-000095/orly?langId=es_ES&tp=1001550&ctre=40000242,"AVDA. DE VIGO, 2-BAIXO 36003 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 38.8"" N - 8º 38' 28.8"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
OS MARISTAS,https://www.turismo.gal/recurso/-/detalle/v-po-000854/os-maristas?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Praza Verdura, nº 5 36001 Pontevedra - Pontevedra",Café bar,,,taperiaosmaristas@gmail.com,Donde comer,,mailto:taperiaosmaristas@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
OS PENEDOS,https://www.turismo.gal/recurso/-/detalle/210311001364/os-penedos?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Igrexa, nº 23 36143 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
OSIRIS,https://www.turismo.gal/recurso/-/detalle/15574/osiris?langId=es_ES&tp=24&ctre=142,"Loureiro Crespo, nº 15 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 863 086,,Donde comer,"42º 25' 44.9"" N - 8º 38' 11.6"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
OVERTAKE SPORTS BAR & BETTING,https://www.turismo.gal/recurso/-/detalle/210311001279/overtake-sports-bar-betting-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Coruña, nº 43 36005 Pontevedra - Pontevedra",Café bar,,,info.portas@recreativosportas.com,Donde comer,,mailto:info.portas@recreativosportas.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
O´PANDERETAS,https://www.turismo.gal/recurso/-/detalle/240905000062/o-panderetas?langId=es_ES&tp=1001549,"Calle Campillo de Santa María, nº 4 36001 Pontevedra - Pontevedra",Café Bar,,+34 616 388 350,MARCOS@JACK-JACK.ES,Donde comer,,mailto:MARCOS@JACK-JACK.ES,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PABELLÓN,https://www.turismo.gal/recurso/-/detalle/210310000973/pabellon?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Irlanda, nº 2 36162 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PACIFIC BLUE,https://www.turismo.gal/recurso/-/detalle/274930862/pacific-blue?langId=es_ES&tp=24&ctre=142,"Praza Curtidoira, nº 5 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 108 993,,Donde comer,"42º 25' 31.0"" N - 8º 38' 18.9"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
PADAL DA SANTIÑA,https://www.turismo.gal/recurso/-/detalle/170602000092/padal-da-santina?langId=es_ES&tp=1001549&ctre=40000240,"Avenida SANTA MARIA, nº 20 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PANADERIA LA MENTA,https://www.turismo.gal/recurso/-/detalle/210311001187/panaderia-la-menta?langId=es_ES&tp=1001549&ctre=40000240,"Avenida de Portugal, nº 24 36165 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PANADERIA TENORIO COTOBADE,https://www.turismo.gal/recurso/-/detalle/191119000139/panaderia-tenorio-cotobade?langId=es_ES&tp=1001549&ctre=40000240,"Calle Joaquín Costa, nº 80 36004 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PANADERIA XEVE,https://www.turismo.gal/recurso/-/detalle/v-po-006428/panaderia-xeve?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Antoniño, nº 1 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PARDOS,https://www.turismo.gal/recurso/-/detalle/c-po-000542/pardos?langId=es_ES&tp=1001550&ctre=40000242,"Travesía Eiriña, nº 8 36004 Pontevedra - Pontevedra",Cafetería,,+34 986 231 984,lpardo@aselpconsultores.com,Donde comer,"42º 25' 42.1"" N - 8º 38' 06.8"" W",mailto:lpardo@aselpconsultores.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PARIS,https://www.turismo.gal/recurso/-/detalle/v-po-000892/paris?langId=es_ES&tp=1001549&ctre=40000240,"REAL, 8 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PARRILLADA PONTENOVO,https://www.turismo.gal/recurso/-/detalle/22605/parrillada-pontenovo?langId=es_ES&tp=24&ctre=142,"Pontenovo, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 847 227,,Donde comer,"42º 25' 43.3"" N - 8º 38' 58.8"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
PARVADAS,https://www.turismo.gal/recurso/-/detalle/15461/parvadas?langId=es_ES&tp=24&ctre=142,"Calle González Zúñiga, nº 3 36001 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 630 038 092,miguel.ruibal50@gmail.com,Donde comer,"42º 25' 49.9"" N - 8º 38' 36.9"" W",mailto:miguel.ruibal50@gmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
PASAJE 2.0,https://www.turismo.gal/recurso/-/detalle/v-po-008956/pasaje-2.0?langId=es_ES&tp=1001549&ctre=40000240,"Calle Charino, nº 37 36002 Pontevedra - Pontevedra",Café bar,,,info@asesoriacendon.com,Donde comer,,mailto:info@asesoriacendon.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/190212000090/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Juan Bautista Andrade, nº 12 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/190212000092/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Estrada Nacional 550 (Km. 126,2) 36143 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PASTELERIA CAFE-BAR ACUÑA,https://www.turismo.gal/recurso/-/detalle/191023000258/pasteleria-cafe-bar-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Avenida General Rubín, nº 6 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PATIO,https://www.turismo.gal/recurso/-/detalle/v-po-008310/patio?langId=es_ES&tp=1001549&ctre=40000240,"ALEMANIA, 40-BAJO 2 36005 Pontevedra - Pontevedra",Café bar,,,,Donde comer,"42º 26' 51.0"" N - 8º 37' 12.7"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PAVERO BAR,https://www.turismo.gal/recurso/-/detalle/v-po-001694/pavero-bar?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Campiño de Santa María, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PEQUES PARK,https://www.turismo.gal/recurso/-/detalle/v-po-008331/peques-park?langId=es_ES&tp=1001549&ctre=40000240,"SUECIA, nº 9 36162 Pontevedra - Pontevedra",Café bar,,,jart11675@gmail.com,Donde comer,,mailto:jart11675@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PIADA ROMAGNOLA,https://www.turismo.gal/recurso/-/detalle/c-po-000827/piada-romagnola?langId=es_ES&tp=1001550&ctre=40000242,"Calle García Camba, nº 2 36001 Pontevedra - Pontevedra",Cafetería,,+34 600 422 353,babupe2017@gmail.com,Donde comer,,mailto:babupe2017@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PICCA PIZZA,https://www.turismo.gal/recurso/-/detalle/210311001253/picca-pizza?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Marqués de Riestra, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
"PIÑÓNS, OS",https://www.turismo.gal/recurso/-/detalle/r-po-002199/pinons-os?langId=es_ES&tp=24&ctre=142,"R/ PARDO BAZÁN, 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
PINTXOVIÑO,https://www.turismo.gal/recurso/-/detalle/v-po-007430/pintxovino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 31 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PISCINA OLÍMPICA,https://www.turismo.gal/recurso/-/detalle/180405000088/piscina-olimpica?langId=es_ES&tp=1001549&ctre=40000240,Calle ALMIRANTE MATOS - PONTEMUIÑOS 36153 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PITILLO,https://www.turismo.gal/recurso/-/detalle/v-po-005954/pitillo?langId=es_ES&tp=1001549&ctre=40000240,"Calle ALTA, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PITS,https://www.turismo.gal/recurso/-/detalle/v-po-005324/pits?langId=es_ES&tp=1001549&ctre=40000240,"Calle de Dona Tareixa, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,DIEGO@HELDISER.COM,Donde comer,,mailto:DIEGO@HELDISER.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PIZZA MOVIL,https://www.turismo.gal/recurso/-/detalle/v-po-005447/pizza-movil?langId=es_ES&tp=1001549&ctre=40000240,"Calle Peregrina, nº 51 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PIZZERIA CARLOS,https://www.turismo.gal/recurso/-/detalle/220527000593/pizzeria-carlos?langId=es_ES&tp=24&ctre=142,"EDUARDO PONDAL, nº 26 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,sperezmartinez53@gmail.com,Donde comer,,mailto:sperezmartinez53@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PIZZERÍA EL PIBE,https://www.turismo.gal/recurso/-/detalle/280189387/pizzeria-el-pibe?langId=es_ES&tp=24&ctre=142,"Rúa Naranjo, 10, baixo 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 101 601,pizzeriaelpibepontevedra@hotmail.com,Donde comer,"42º 25' 56.3"" N - 8º 38' 34.6"" W",mailto:pizzeriaelpibepontevedra@hotmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
PIZZERÍA HISPANO ARGENTINA,https://www.turismo.gal/recurso/-/detalle/32139/pizzeria-hispano-argentina?langId=es_ES&tp=24&ctre=142,"Calle RODRÍGUEZ SEOANE, nº 4 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 104 050,,Donde comer,"42º 25' 40.5"" N - 8º 37' 52.4"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
PLAZA,https://www.turismo.gal/recurso/-/detalle/v-po-009832/plaza?langId=es_ES&tp=1001549&ctre=40000240,PRAZA DE GALICIA Nº 3 36001 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PONTEGRILL,https://www.turismo.gal/recurso/-/detalle/275333033/pontegrill?langId=es_ES&tp=24&ctre=142,"Calle Da Oliva, nº 19 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 628 011 702,,Donde comer,"42º 25' 49.0"" N - 8º 38' 40.9"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
PONTEPAN,https://www.turismo.gal/recurso/-/detalle/230525000637/pontepan?langId=es_ES&tp=1001549&ctre=40000240,"Avenida María Victoria Moreno, nº 41 36003 Pontevedra - Pontevedra",Café bar,,,PONTEPANART@GMAIL.COM,Donde comer,,mailto:PONTEPANART@GMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PONTEPAN,https://www.turismo.gal/recurso/-/detalle/250908000078/pontepan?langId=es_ES&tp=1001549,"Calle Rosalía de Castro, nº 37 36001 Pontevedra - Pontevedra",Café Bar,,,PONTEPANART@GMAIL.COM,Donde comer,,mailto:pontepanart@gamil.com,,,,,,,,,,,,,,,,,,,,Pontevedra
PONTETAPAS,https://www.turismo.gal/recurso/-/detalle/v-po-000816/pontetapas?langId=es_ES&tp=1001549&ctre=40000240,"Calle REAL , nº 17 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PONTEVEDRA CONFORT,https://www.turismo.gal/recurso/-/detalle/c-po-001008/pontevedra-confort?langId=es_ES&tp=1001550&ctre=40000242,"Calle Mestre Soutullo , nº 2 36004 Pontevedra - Pontevedra",Cafetería,,,,Donde comer,"42º 25' 42.9"" N - 8º 37' 48.2"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PONTEVERDE,https://www.turismo.gal/recurso/-/detalle/200916000188/ponteverde?langId=es_ES&tp=1001549&ctre=40000240,"Calle Gorgullón, nº s/n 36003 Pontevedra - Pontevedra",Café bar,,,ponteverdetienda@gmail.com,Donde comer,,mailto:ponteverdetienda@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
POOL HOUSE CAFE,https://www.turismo.gal/recurso/-/detalle/c-po-000831/pool-house-cafe?langId=es_ES&tp=1001550&ctre=40000242,"Calle Palamios , nº 5 36001 Pontevedra - Pontevedra",Cafetería,,+34 986 857 173,,Donde comer,"42º 25' 43.6"" N - 8º 38' 53.0"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PORTOBELLO,https://www.turismo.gal/recurso/-/detalle/210311001229/portobello?langId=es_ES&tp=1001549&ctre=40000240,"Calle Palma, nº 4 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
"PRADO, CASA",https://www.turismo.gal/recurso/-/detalle/11681/prado-casa?langId=es_ES&tp=24&ctre=142,nº 17 36157 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 870 109,,Donde comer,"42º 27' 46.6"" N - 8º 38' 32.6"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
PROYECTOS,https://www.turismo.gal/recurso/-/detalle/v-po-008403/proyectos?langId=es_ES&tp=1001549&ctre=40000240,PINTOR LAXEIRO 35 BAIXO 36003 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PUB BAZAAR,https://www.turismo.gal/recurso/-/detalle/171219000072/pub-bazaar?langId=es_ES&tp=1001549&ctre=40000240,"Plaza TEUCRO, nº 4-6 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PUB MONCLOA,https://www.turismo.gal/recurso/-/detalle/210720000340/pub-moncloa?langId=es_ES&tp=1001549&ctre=40000240,"Calle Palma, nº 10 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
PULPERIA AS CAMPAS,https://www.turismo.gal/recurso/-/detalle/r-po-003623/pulperia-as-campas?langId=es_ES&tp=24&ctre=142,"Calle Alghóndiga, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,Pontevedra
PUMPERNICKEL ARTISAN BAKERY,https://www.turismo.gal/recurso/-/detalle/210311001406/pumpernickel-artisan-bakery?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Sagasta , nº 22 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,,Pontevedra
