nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas
NOMADAS WORLD FOOD,https://www.turismo.gal/recurso/-/detalle/170307000030/nomadas-world-food-?langId=es_ES&tp=24&ctre=142,"Calle Servando Ramilo , nº 2 36400 O Porriño - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 665 418 475,aaronrb1984@hotmail.com,Donde comer,,mailto:aaronrb1984@hotmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,
NON CHO DIGO,https://www.turismo.gal/recurso/-/detalle/v-po-003656/non-cho-digo?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Albeiro , nº s/n 36158 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,
NORO,https://www.turismo.gal/recurso/-/detalle/v-po-008627/noro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padre Luis, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,ESPREGUELNORO@GMAIL.COM,Donde comer,,mailto:ESPREGUELNORO@GMAIL.COM,,,,,Camino Portugués,,,,,,,,,,,,,,
NOSA LEIRA,https://www.turismo.gal/recurso/-/detalle/v-po-000255/nosa-leira?langId=es_ES&tp=1001549&ctre=40000240,R/MEXICO 30 0 Vigo - Pontevedra,Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
"NOSA TERRA, A",https://www.turismo.gal/recurso/-/detalle/v-po-003108/nosa-terra-a?langId=es_ES&tp=1001549&ctre=40000240,"SANTIAGO, 5 0 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
"NOSA VIÑA, A",https://www.turismo.gal/recurso/-/detalle/14113/nosa-vina-a?langId=es_ES&tp=24&ctre=142,"Pintor Colmeiro, nº 12 36211 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 422 623,,Donde comer,"42º 13' 28.0"" N - 8º 43' 39.6"" W",,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
"NOSO BAR, O",https://www.turismo.gal/recurso/-/detalle/r-po-001282/noso-bar-o?langId=es_ES&tp=24&ctre=142,BARRIO REGUEIRA PREGUE 0 Nigrán - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
"NOSO BURAQUIÑO, O",https://www.turismo.gal/recurso/-/detalle/r-po-000406/noso-buraquino-o?langId=es_ES&tp=24&ctre=142,"QUINTELA, 65 209 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
"NOSO EIDO, O",https://www.turismo.gal/recurso/-/detalle/12078/noso-eido-o?langId=es_ES&tp=24&ctre=142,"Calle DA FRAGA , nº 5 36450 Salvaterra de Miño - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,"42º 04' 51.7"" N - 8º 30' 15.4"" W",,,,,,,,,,,,,,,,,,,,
NOSOS AMIGOS OS,https://www.turismo.gal/recurso/-/detalle/v-po-005027/nosos-amigos-os?langId=es_ES&tp=1001549&ctre=40000240,"Calle Colón (Galerias), nº 9 36500 Lalín - Pontevedra",Café bar,,,talleresregalade@hotmail.com,Donde comer,,mailto:talleresregalade@hotmail.com,,,,,Camino de Invierno | Vía de la Plata,,,,,,,,,,,,,,
NOSTRA PIZZA,https://www.turismo.gal/recurso/-/detalle/161215000024/nostra-pizza?langId=es_ES&tp=1001549&ctre=40000240,"Calle CONCEPCIÓN ARENAL, nº 272 36950 Moaña - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,
NOSTRA PIZZA,https://www.turismo.gal/recurso/-/detalle/v-po-008160/nostra-pizza-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Daniel Castelao, nº 28 36950 Moaña - Pontevedra",Café bar,,,ivc3966@gmail.com,Donde comer,,mailto:ivc3966@gmail.com,,,,,,,,,,,,,,,,,,,
NOVA CAMELIAS,https://www.turismo.gal/recurso/-/detalle/v-po-009239/nova-camelias?langId=es_ES&tp=1001549&ctre=40000240,"DA PONTE, nº 3 36820 Ponte Caldelas - Pontevedra",Café bar,,+34 986 750 536,AINHOAGA12@GMAIL.COM,Donde comer,,mailto:AINHOAGA12@GMAIL.COM,,,,,,,,,,,,,,,,,,,
NOVA CANELA,https://www.turismo.gal/recurso/-/detalle/c-po-000862/nova-canela?langId=es_ES&tp=1001550&ctre=40000242,"URZAIZ, 1O8 0 Vigo - Pontevedra",Cafetería,,,canela@galicia.com,Donde comer,"42º 13' 54.9"" N - 8º 42' 36.3"" W",mailto:canela@galicia.com,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVA GAVELA,https://www.turismo.gal/recurso/-/detalle/12836/nova-gavela?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Cabello, nº 17 36208 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,"42º 13' 30.5"" N - 8º 45' 10.0"" W",,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVA NADIA,https://www.turismo.gal/recurso/-/detalle/v-po-009537/nova-nadia?langId=es_ES&tp=1001549&ctre=40000240,"Calle Carburos, nº 4 36690 Soutomaior - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,
NOVA TABERNA,https://www.turismo.gal/recurso/-/detalle/210311001272/nova-taberna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Barcelona, nº 17 36203 Vigo - Pontevedra",Café bar,,,RAFAELVERDUGO2409@HOTMAIL.COM,Donde comer,,mailto:RAFAELVERDUGO2409@HOTMAIL.COM,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVA-80,https://www.turismo.gal/recurso/-/detalle/c-po-000165/nova-80?langId=es_ES&tp=1001550&ctre=40000242,"Calle Valle Inclán , nº 6 36203 Vigo - Pontevedra",Cafetería,,,,Donde comer,"42º 13' 38.8"" N - 8º 43' 17.4"" W",,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVAS CAROLINAS,https://www.turismo.gal/recurso/-/detalle/v-po-005194/novas-carolinas?langId=es_ES&tp=1001549&ctre=40000240,R/AS CAROLINAS 49 VILAGARCIA DE AROUSA 0 Vilagarcía de Arousa - Pontevedra,Café bar,,,,Donde comer,,,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
NOVELTY,https://www.turismo.gal/recurso/-/detalle/c-po-000303/novelty?langId=es_ES&tp=1001550&ctre=40000242,"Calle Regueiro , nº 2 36211 Vigo - Pontevedra",Cafetería,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO ARROIO,https://www.turismo.gal/recurso/-/detalle/12629/novo-arroio?langId=es_ES&tp=24&ctre=142,"Calle Carrasqueira, nº 2 36730 Tomiño - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 610 444 690,abraldes@orgaserco.es,Donde comer,"41º 58' 05.4"" N - 8º 45' 28.1"" W",mailto:abraldes@orgaserco.es,,,,,,,,,,,,,,,,,,,
NOVO BAR,https://www.turismo.gal/recurso/-/detalle/14203/novo-bar?langId=es_ES&tp=24&ctre=142,36847 Fornelos de Montes - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 768 494,,Donde comer,"42º 20' 21.1"" N - 8º 27' 05.7"" W",,,,,,,,,,,,,,,,,,,,
NOVO BAR,https://www.turismo.gal/recurso/-/detalle/170602000091/novo-bar?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Carregal de Abaixo, nº 8 36791 Tomiño - Pontevedra",Café bar,,,manitow@manitow.com,Donde comer,,mailto:manitow@manitow.com,,,,,,,,,,,,,,,,,,,
NOVO BAR,https://www.turismo.gal/recurso/-/detalle/v-po-001236/novo-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Galicia , nº 53 36780 A Guarda - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO BATEL,https://www.turismo.gal/recurso/-/detalle/15052/novo-batel?langId=es_ES&tp=24&ctre=142,"Plaza Da Liberdade, nº 5 36610 Vilagarcía de Arousa - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,"42º 36' 52.7"" N - 8º 46' 32.3"" W",,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
NOVO CABALO FURADO,https://www.turismo.gal/recurso/-/detalle/12781/novo-cabalo-furado?langId=es_ES&tp=24&ctre=142,"Plaza do CONCELLO, nº 3 36700 Tui - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 601 215,,Donde comer,"42º 02' 47.1"" N - 8º 38' 40.5"" W",,,,,,Camino Portugués,,,,,,,,,,,,,,
NOVO CARRAN,https://www.turismo.gal/recurso/-/detalle/v-po-006424/novo-carran?langId=es_ES&tp=1001549&ctre=40000240,"AVD. DA PONTE, 24 36626 A Illa de Arousa - Pontevedra",Café bar,,,,Donde comer,,,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
NOVO CASTILLO,https://www.turismo.gal/recurso/-/detalle/v-po-007371/novo-castillo?langId=es_ES&tp=1001549&ctre=40000240,"AVDA. ALCALDE PORTANET, 29 BJ 210 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO CHURRASCO A PAS,https://www.turismo.gal/recurso/-/detalle/v-po-009669/novo-churrasco-a-pas?langId=es_ES&tp=1001549&ctre=40000240,"RÚA LUGAR DE DADÍN, nº 17 36967 Meaño - Pontevedra",Café bar,,,,Donde comer,,,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
"NOVO CONDADO, O",https://www.turismo.gal/recurso/-/detalle/r-po-001683/novo-condado-o?langId=es_ES&tp=24&ctre=142,"AVDA. CASTRELOS-UB. EL PARQUE, 2, LOCAL 17 36210 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO COOPER,https://www.turismo.gal/recurso/-/detalle/210510000216/novo-cooper?langId=es_ES&tp=1001549&ctre=40000240,"Calle Palos de La Frontera, nº 7 36300 Baiona - Pontevedra",Café bar,,,pablo.baiona@gmail.com,Donde comer,,mailto:pablo.baiona@gmail.com,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO CRUCE,https://www.turismo.gal/recurso/-/detalle/v-po-006992/novo-cruce?langId=es_ES&tp=1001549&ctre=40000240,"CL/ RUA NOVADE ARRIBA, 70- BELUSO 0 Bueu - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,
NOVO FREIXO,https://www.turismo.gal/recurso/-/detalle/11968/novo-freixo?langId=es_ES&tp=24&ctre=142,nº 17 36636 Ribadumia - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 710 047,,Donde comer,"42º 31' 09.5"" N - 8º 45' 11.3"" W",,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
NOVO HECHIZO,https://www.turismo.gal/recurso/-/detalle/261462370/novo-hechizo?langId=es_ES&tp=24&ctre=142,"Molinera, nº 8 Lalín - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 782 034,,Donde comer,"42º 39' 37.0"" N - 8º 06' 51.0"" W",,,,,,Camino de Invierno | Vía de la Plata,,,,,,,,,,,,,,
NOVO JAMAICA,https://www.turismo.gal/recurso/-/detalle/v-po-009104/novo-jamaica?langId=es_ES&tp=1001549&ctre=40000240,"R/ PAI CRESPO, 19 0 Redondela - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO LÚA CHEA,https://www.turismo.gal/recurso/-/detalle/14179/novo-lua-chea?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Cabello, nº 25 36208 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 132 537,oceano2006@hotmail.com,Donde comer,"42º 13' 31.2"" N - 8º 45' 11.4"" W",mailto:oceano2006@hotmail.com,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO MIRADOR DE ALBA,https://www.turismo.gal/recurso/-/detalle/v-po-000869/novo-mirador-de-alba?langId=es_ES&tp=1001549&ctre=40000240,"TOUCEDA - ALBA, nº 36 36157 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,
NOVO PESCADOIRA,https://www.turismo.gal/recurso/-/detalle/280382415/novo-pescadoira?langId=es_ES&tp=24&ctre=142,"R/ MONTERO RÍOS, 5 36930 Bueu - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 608 250 474,,Donde comer,,,,,,,,,,,,,,,,,,,,,
NOVO PRADO,https://www.turismo.gal/recurso/-/detalle/v-po-007967/novo-prado?langId=es_ES&tp=1001549&ctre=40000240,"Calle De Galicia, nº 23 36450 Salvaterra de Miño - Pontevedra",Café bar,,,BREOGANLOPEZ@HOTMAIL.COM,Donde comer,,mailto:BREOGANLOPEZ@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,
"NOVO RIVEIRO, O",https://www.turismo.gal/recurso/-/detalle/r-po-002214/novo-riveiro-o?langId=es_ES&tp=24&ctre=142,"R/ CELSO EMILIO FERREIRO, 11 0 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO ROBERT S,https://www.turismo.gal/recurso/-/detalle/v-po-008863/novo-robert-s?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alfonso X El Sabio, nº 31 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,
NOVO ROYALTY,https://www.turismo.gal/recurso/-/detalle/230623000682/novo-royalty?langId=es_ES&tp=1001549&ctre=40000240,"Calle Ernestina Otero, nº 1 36800 Redondela - Pontevedra",Café bar,,,lidyacores@gmail.com,Donde comer,,mailto:lidyacores@gmail.com,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO SAMARE,https://www.turismo.gal/recurso/-/detalle/c-po-000578/novo-samare?langId=es_ES&tp=1001550&ctre=40000242,"Avenida San Xoan de Poio, nº 8 36995 Poio - Pontevedra",Cafetería,,,,Donde comer,"42º 26' 34.7"" N - 8º 40' 57.0"" W",,,,,,,,,,,,,,,,,,,,
NOVO SANTA FE,https://www.turismo.gal/recurso/-/detalle/v-po-009699/novo-santa-fe?langId=es_ES&tp=1001549&ctre=40000240,"RÚA CARRETERA NACIONAL EIDOS, S/N - ATIOS 36400 O Porriño - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,
NOVO SENECA,https://www.turismo.gal/recurso/-/detalle/c-po-000920/novo-seneca?langId=es_ES&tp=1001550&ctre=40000242,"Calle López Mora, nº 66 36201 Vigo - Pontevedra",Cafetería,,,,Donde comer,"42º 13' 25.6"" N - 8º 43' 57.2"" W",,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO SOHO,https://www.turismo.gal/recurso/-/detalle/v-po-008495/novo-soho-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Miño, nº 8 36450 Salvaterra de Miño - Pontevedra",Café bar,,,oliveiradossantosanaclaudia1@gmail.com,Donde comer,,mailto:oliveiradossantosanaclaudia1@gmail.com,,,,,,,,,,,,,,,,,,,
NOVO SOLLA,https://www.turismo.gal/recurso/-/detalle/v-po-006922/novo-solla?langId=es_ES&tp=1001549&ctre=40000240,"CAMPO DA FEIRA, nº 16 36968 Meaño - Pontevedra",Café bar,,,,Donde comer,,,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
NOVO STOP,https://www.turismo.gal/recurso/-/detalle/190405000081/novo-stop?langId=es_ES&tp=1001549&ctre=40000240,"Calle Esperanza , nº 17 36440 As Neves - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,
NOVO STOP,https://www.turismo.gal/recurso/-/detalle/v-po-008505/novo-stop?langId=es_ES&tp=1001549&ctre=40000240,VILELA TIRAN 103 950 Moaña - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,
NOVO TUNO,https://www.turismo.gal/recurso/-/detalle/280381562/novo-tuno?langId=es_ES&tp=24&ctre=142,"Paseo Paseo Maritimo Do Cantiño, nº 21 36626 A Illa de Arousa - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 647 647 544,restauranteotuno@gmail.com,Donde comer,,mailto:restauranteotuno@gmail.com,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
NOVO TURISTA,https://www.turismo.gal/recurso/-/detalle/v-po-009479/novo-turista?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Ramón Nieto, nº 373 36205 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVO VANCOUVER,https://www.turismo.gal/recurso/-/detalle/211108000067/novo-vancouver?langId=es_ES&tp=1001549&ctre=40000240,"Calle Pintor Laxeiro, nº 3 36211 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVOS AIRES,https://www.turismo.gal/recurso/-/detalle/31872/novos-aires?langId=es_ES&tp=24&ctre=142,"Porta da Vila, nº 22 36300 Baiona - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,"42º 07' 02.9"" N - 8º 50' 48.8"" W",,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NOVOSOTO,https://www.turismo.gal/recurso/-/detalle/11726/novosoto?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, 20 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 856 565,,Donde comer,"42º 25' 41.3"" N - 8º 38' 26.1"" W",,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,
NOX,https://www.turismo.gal/recurso/-/detalle/v-po-008048/nox?langId=es_ES&tp=1001549&ctre=40000240,"ANDRES MELLADO, 11 1 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,
NUBES,https://www.turismo.gal/recurso/-/detalle/v-po-000325/nubes?langId=es_ES&tp=1001549&ctre=40000240,"R/ L´0PEZ MORA, 92 211 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUDI,https://www.turismo.gal/recurso/-/detalle/240327000548/nudi?langId=es_ES&tp=1001550&ctre=40000242,"Avenida da Coruña, nº 23 36630 Cambados - Pontevedra",Cafetería,,611 786 773,anxos@morgangef.com,Donde comer,,mailto:anxos@morgangef.com,,,,,Ruta del Mar de Arousa y Ulla,,,,,,,,,,,,,,
NUEVA CEPA,https://www.turismo.gal/recurso/-/detalle/15387/nueva-cepa?langId=es_ES&tp=24&ctre=142,"Penedo, 4 36995 Poio - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 770 913,,Donde comer,"42º 26' 37.3"" N - 8º 41' 30.9"" W",,,,,,,,,,,,,,,,,,,,
NUEVA COLINA,https://www.turismo.gal/recurso/-/detalle/220510000298/nueva-colina?langId=es_ES&tp=24&ctre=142,"Plaza Do Seixo, nº 5 36740 Tomiño - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 623 402,hotel@nuevacolina.com,Donde comer,,mailto:hotel@nuevacolina.com,,,,,,,,,,,,,,,,,,,
NUEVA COLINA,https://www.turismo.gal/recurso/-/detalle/220510000312/nueva-colina?langId=es_ES&tp=1001550&ctre=40000242,"Plaza Do Seixo, nº 5 36740 Tomiño - Pontevedra",Cafetería,,+34 986 623 402,hotel@nuevacolina.com,Donde comer,,mailto:hotel@nuevacolina.com,,,,,,,,,,,,,,,,,,,
NUEVA LAMBADA,https://www.turismo.gal/recurso/-/detalle/v-po-004506/nueva-lambada?langId=es_ES&tp=1001549&ctre=40000240,"Calle Emilia Pardo Bazán, nº 22 36204 Vigo - Pontevedra",Café bar,,,J.RODRIGUEZ@IRCAVIGO.ES,Donde comer,,mailto:J.RODRIGUEZ@IRCAVIGO.ES,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
"NUEVA PARADA, LA",https://www.turismo.gal/recurso/-/detalle/15395/nueva-parada-la?langId=es_ES&tp=24&ctre=142,"Carretera O Grove-Combarro, nº 5 36993 Poio - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 770 995,info@lanuevaparada.com,Donde comer,"42º 25' 38.1"" N - 8º 42' 29.5"" W",mailto:info@lanuevaparada.com,,,,,,,,,,,,,,,,,,,
NUEVA TAPERIA LA ABUELA,https://www.turismo.gal/recurso/-/detalle/v-po-007425/nueva-taperia-la-abuela?langId=es_ES&tp=1001549&ctre=40000240,"Calle S. Lorenzo - Esq. Diego Carmona, nº 22 36300 Baiona - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO ALBERTI,https://www.turismo.gal/recurso/-/detalle/191107000045/nuevo-alberti?langId=es_ES&tp=1001549&ctre=40000240,"Calle Teixugueiras, nº 16 Local 12 36212 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO BURAQUIÑO,https://www.turismo.gal/recurso/-/detalle/12969/nuevo-buraquino?langId=es_ES&tp=24&ctre=142,"Alfonso X el Sabio, nº 5 36211 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 201 140,,Donde comer,"42º 13' 17.1"" N - 8º 43' 52.3"" W",,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO CHANA,https://www.turismo.gal/recurso/-/detalle/v-po-003073/nuevo-chana?langId=es_ES&tp=1001549&ctre=40000240,"Calle SALAMANCA, nº 6 36211 Vigo - Pontevedra",Café bar,,,mercedesvillar44@gmail.com,Donde comer,,mailto:mercedesvillar44@gmail.com,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO CHICOTE,https://www.turismo.gal/recurso/-/detalle/14154/nuevo-chicote?langId=es_ES&tp=24&ctre=142,"Calle SIMÓN BOLÍVAR , nº 15 36203 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 480 969,,Donde comer,"42º 13' 55.7"" N - 8º 43' 12.6"" W",,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO DERBY,https://www.turismo.gal/recurso/-/detalle/c-po-000185/nuevo-derby?langId=es_ES&tp=1001550&ctre=40000242,"Urzaiz, nº 21 36201 Vigo - Pontevedra",Cafetería,,,,Donde comer,"42º 14' 06.8"" N - 8º 43' 06.0"" W",,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO ESTADIO,https://www.turismo.gal/recurso/-/detalle/v-po-001636/nuevo-estadio?langId=es_ES&tp=1001549&ctre=40000240,"XUNQUEIRA, 51 950 Moaña - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,
NUEVO EUROPA,https://www.turismo.gal/recurso/-/detalle/v-po-005404/nuevo-europa?langId=es_ES&tp=1001549&ctre=40000240,"RUA ITALIA, 5 - MONTEPORREIRO 162 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués,,,,,,,,,,,,,,
NUEVO IBIZA,https://www.turismo.gal/recurso/-/detalle/v-po-005076/nuevo-ibiza?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rosalía de Castro, nº 3 36690 Soutomaior - Pontevedra",Café bar,,,nuevoibiza188@gmail.com,Donde comer,,mailto:nuevoibiza188@gmail.com,,,,,Camino Portugués,,,,,,,,,,,,,,
NUEVO JAQUEIVI,https://www.turismo.gal/recurso/-/detalle/11335/nuevo-jaqueivi?langId=es_ES&tp=24&ctre=142,"Rúa do Reloxo, nº 4 36300 Baiona - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 356 773,,Donde comer,"42º 07' 09.8"" N - 8º 50' 56.0"" W",,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO MAITETXU,https://www.turismo.gal/recurso/-/detalle/14157/nuevo-maitetxu?langId=es_ES&tp=24&ctre=142,"Couto, 7 36203 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 420 151,maitetxu@hotmail.es,Donde comer,"42º 13' 50.4"" N - 8º 43' 18.1"" W",mailto:maitetxu@hotmail.es,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO PAQUETÁ,https://www.turismo.gal/recurso/-/detalle/v-po-000162/nuevo-paqueta?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Avenida Gran Vía , nº 174 36211 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO PARIS,https://www.turismo.gal/recurso/-/detalle/14281/nuevo-paris?langId=es_ES&tp=24&ctre=142,"Avenida Balaidos, nº 63 36210 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 607 357 658,waogi@yahoo.com,Donde comer,,mailto:waogi@yahoo.com,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
NUEVO POLAR,https://www.turismo.gal/recurso/-/detalle/c-po-000435/nuevo-polar?langId=es_ES&tp=1001550&ctre=40000242,"Calle Sanjurjo Badia, nº 104 36207 Arbo - Pontevedra",Cafetería,,+34 699 432 391,lourodriguezz@gmail.com,Donde comer,"42º 14' 40.9"" N - 8º 42' 13.4"" W",mailto:lourodriguezz@gmail.com,,,,,,,,,,,,,,,,,,,
NUEVO PUNTO,https://www.turismo.gal/recurso/-/detalle/v-po-007788/nuevo-punto?langId=es_ES&tp=1001549&ctre=40000240,"C/ CENTINELA, 27-BLOQUE 2º-GOIAN 0 Tomiño - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,
NUEVO SANTA FE,https://www.turismo.gal/recurso/-/detalle/v-po-007847/nuevo-santa-fe?langId=es_ES&tp=1001549&ctre=40000240,MOURENTAN-HERMIDA Nº5 0 Arbo - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,,,,,,,,,,,,,
NUEVO TASMANIA,https://www.turismo.gal/recurso/-/detalle/22602/nuevo-tasmania?langId=es_ES&tp=24&ctre=142,"Calle Antón Losada Diéguez, nº 24 36680 A Estrada - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,pelusandradominguez11@gmail.com,Donde comer,"42º 41' 24.5"" N - 8º 29' 47.2"" W",mailto:pelusandradominguez11@gmail.com,,,,,Camino de Invierno | Vía de la Plata,,,,,,,,,,,,,,
NUEVOS ANGELES,https://www.turismo.gal/recurso/-/detalle/v-po-007436/nuevos-angeles?langId=es_ES&tp=1001549&ctre=40000240,"Calle Tomás Alonso, nº 143 36208 Vigo - Pontevedra",Café bar,,,contabilidad@lideraconsultores.es,Donde comer,,mailto:contabilidad@lideraconsultores.es,,,,,Camino Portugués de la costa,,,,,,,,,,,,,,
