nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad
"PESCADOR, EL",https://www.turismo.gal/recurso/-/detalle/14379/pescador-el?langId=es_ES&tp=24&ctre=142,"Calle RIBEIRA DO BERBÉS, nº 5 36202 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 223 068 / +34 986 432 924,ruibal@o-pescador.com,Donde comer,,,,,,,,,
"PETISCO, O",https://www.turismo.gal/recurso/-/detalle/v-po-008283/petisco-o?langId=es_ES&tp=1001549&ctre=40000240,"ARENAL, 66 36500 Lalín - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PETISCOS E TAPAS,https://www.turismo.gal/recurso/-/detalle/v-po-004430/petiscos-e-tapas?langId=es_ES&tp=1001549&ctre=40000240,"Calle Ignacio Sobrino, nº 2 36780 A Guarda - Pontevedra",Café bar,,,petiscosetapasaguarda@gmail.com,Donde comer,,,,,,,,,
PETIT & FASHION,https://www.turismo.gal/recurso/-/detalle/v-po-009510/petit-fashion-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rosalía de Castro, nº 151 36600 Vilagarcía de Arousa - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PETIT COMITE,https://www.turismo.gal/recurso/-/detalle/v-po-008709/petit-comite?langId=es_ES&tp=1001549&ctre=40000240,"Calle Venezuela, nº 1 36540 Silleda - Pontevedra",Café bar,,+34 643 324 874,ARMOUZIL@GMAIL.COM,Donde comer,,,,,,,,,
PETIT ROJO,https://www.turismo.gal/recurso/-/detalle/v-po-009186/petit-rojo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fotógrafo Angel Llanos, nº 10 36209 Vigo - Pontevedra",Café bar,,,jander1872@yahoo.es,Donde comer,,,,,,,,,
PETRO GRIFOS,https://www.turismo.gal/recurso/-/detalle/210312001487/petro-grifos?langId=es_ES&tp=1001549&ctre=40000240,"A Ponte, nº 1 36887 A Cañiza - Pontevedra",Café bar,,,virginiamiguez0712@gmail.com,Donde comer,,,,,,,,,
PHATANA DONER KEBAD,https://www.turismo.gal/recurso/-/detalle/v-po-009245/phatana-doner-kebad?langId=es_ES&tp=1001549&ctre=40000240,"Calle Pedro Mateo Sagasta, nº 27 36650 Caldas de Reis - Pontevedra",Café bar,,,asgharadeel420@gmail.com,Donde comer,,,,,,,,,
PHORUM,https://www.turismo.gal/recurso/-/detalle/210305000353/phorum?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Balaídos, nº 15 36202 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PHORUM,https://www.turismo.gal/recurso/-/detalle/v-po-003047/phorum?langId=es_ES&tp=1001549&ctre=40000240,"BALAIDOS, 15 0 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PI'POS BAR,https://www.turismo.gal/recurso/-/detalle/v-po-007611/pi-pos-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fotógrafo Luis Kasado, nº 3 36209 Vigo - Pontevedra",Café bar,,,jocaabma@hotmail.es,Donde comer,,,,,,,,,
PIADA ROMAGNOLA,https://www.turismo.gal/recurso/-/detalle/c-po-000827/piada-romagnola?langId=es_ES&tp=1001550&ctre=40000242,"Calle García Camba, nº 2 36001 Pontevedra - Pontevedra",Cafetería,,+34 600 422 353,babupe2017@gmail.com,Donde comer,,,,,,,,,
PIADA ROMAGNOLA,https://www.turismo.gal/recurso/-/detalle/v-po-002150/piada-romagnola?langId=es_ES&tp=1001549&ctre=40000240,"BRASIL, nº 8 36204 Vigo - Pontevedra",Café bar,,,babupe2017@gmail.com,Donde comer,,,,,,,,,
PIAR DE SAL,https://www.turismo.gal/recurso/-/detalle/211122000192/piar-de-sal?langId=es_ES&tp=1001550&ctre=40000242,"Avenida Da Cruz, nº 5 36993 Poio - Pontevedra",Cafetería,,,ayda_gc@hotmail.com,Donde comer,,,,,,,,,
PICADERO O RANCHO,https://www.turismo.gal/recurso/-/detalle/210311001414/picadero-o-rancho?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Porto Picadero O Rancho, nº 101 36309 Oia - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PICADILLO,https://www.turismo.gal/recurso/-/detalle/v-po-008129/picadillo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Fermín Penzol , nº 10 36202 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PICCA PIZZA,https://www.turismo.gal/recurso/-/detalle/210311001253/picca-pizza?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Marqués de Riestra, nº 36 36001 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PICCOLINO,https://www.turismo.gal/recurso/-/detalle/v-po-004720/piccolino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Coruña, nº 2 36700 Tui - Pontevedra",Café bar,,,riccardoceres@gmail.com,Donde comer,,,,,,,,,
"PICHÓN, O",https://www.turismo.gal/recurso/-/detalle/r-po-001708/pichon-o?langId=es_ES&tp=24&ctre=142,"SANTA TEGRA, 37 0 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PICOTEO,https://www.turismo.gal/recurso/-/detalle/v-po-001844/picoteo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Eugenio Kraff, nº 50 36210 Vigo - Pontevedra",Café bar,,,correodacal@mundo-r.com,Donde comer,,,,,,,,,
PIF,https://www.turismo.gal/recurso/-/detalle/210307000521/pif?langId=es_ES&tp=1001549&ctre=40000240,Lg Muelle Guisar 36207 Vigo - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PIGMALION,https://www.turismo.gal/recurso/-/detalle/14401/pigmalion?langId=es_ES&tp=24&ctre=142,"Calle Castelar, nº 9 36201 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 633 399 722,restaurantepigmalion@gmail.com,Donde comer,,,,,,,,,
PINALES,https://www.turismo.gal/recurso/-/detalle/266363836/pinales?langId=es_ES&tp=24&ctre=142,"Avenida Redondela, nº 124 36320 Redondela - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 450 242,,Donde comer,,,,,,,,,
"PINAR, EL",https://www.turismo.gal/recurso/-/detalle/r-po-001505/pinar-el?langId=es_ES&tp=24&ctre=142,"BARRIO VENDA-BEADE, 7 0 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PINAREJO,https://www.turismo.gal/recurso/-/detalle/12362/pinarejo?langId=es_ES&tp=24&ctre=142,"Lugar Soutullo, nº 130 36990 Sanxenxo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 745 670,,Donde comer,,,,,,,,,
PINCHE PANCHO,https://www.turismo.gal/recurso/-/detalle/210312001455/pinche-pancho?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Covadonga, nº 4 36208 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PINCHO,https://www.turismo.gal/recurso/-/detalle/v-po-002075/pincho?langId=es_ES&tp=1001549&ctre=40000240,R/ARENAL 18 LALIN 0 Lalín - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PINEAPPLE FOODS AND DRINKS,https://www.turismo.gal/recurso/-/detalle/v-po-008404/pineapple-foods-and-drinks?langId=es_ES&tp=1001549&ctre=40000240,"Calle México, nº 55 Vigo - Pontevedra",Café bar,,+34 656 343 118,,Donde comer,,,,,,,,,
PIÑEIRO,https://www.turismo.gal/recurso/-/detalle/v-po-008811/pineiro?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Sobral, nº 1 36691 Soutomaior - Pontevedra",Café bar,,,srta.hugen@hotmail.com,Donde comer,,,,,,,,,
PINELA,https://www.turismo.gal/recurso/-/detalle/v-po-008550/pinela?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Jose Graña, nº 30 36945 Cangas - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
"PINO, O",https://www.turismo.gal/recurso/-/detalle/r-po-001970/pino-o?langId=es_ES&tp=24&ctre=142,LG. CHAPA 0 Silleda - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 585 323,,Donde comer,,,,,,,,,
"PIÑÓNS, OS",https://www.turismo.gal/recurso/-/detalle/r-po-002199/pinons-os?langId=es_ES&tp=24&ctre=142,"R/ PARDO BAZÁN, 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PINTAN TAPAS,https://www.turismo.gal/recurso/-/detalle/v-po-003055/pintan-tapas?langId=es_ES&tp=1001549&ctre=40000240,"Calle Barcelona, nº 82 36211 Vigo - Pontevedra",Café bar,,,anibaljoseana@gmail.com,Donde comer,,,,,,,,,
PINTO Y MARAGOTA,https://www.turismo.gal/recurso/-/detalle/v-po-005973/pinto-y-maragota?langId=es_ES&tp=1001549&ctre=40000240,"R/ NICARAGUA, 25 36203 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PINTOS,https://www.turismo.gal/recurso/-/detalle/v-po-004340/pintos?langId=es_ES&tp=1001549&ctre=40000240,LG. GANDARA Nº 4 - GUILLAREI 0 Tui - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PINTOS,https://www.turismo.gal/recurso/-/detalle/v-po-005238/pintos?langId=es_ES&tp=1001549&ctre=40000240,SANTO TOME DO MAR CAMBADOS 0 Cambados - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PINTXOVIÑO,https://www.turismo.gal/recurso/-/detalle/v-po-007430/pintxovino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sarmiento, nº 31 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PINZAS,https://www.turismo.gal/recurso/-/detalle/210309000870/pinzas?langId=es_ES&tp=1001549&ctre=40000240,"Lugar San Amaro, nº 14 36878 Covelo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PINZAS,https://www.turismo.gal/recurso/-/detalle/220909000215/pinzas-?langId=es_ES&tp=24&ctre=142,"Lg. O San Amaro, nº 14 36872 Covelo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 690 961 227,,Donde comer,,,,,,,,,
PINZAS BURGUER,https://www.turismo.gal/recurso/-/detalle/v-po-006673/pinzas-burguer?langId=es_ES&tp=1001549&ctre=40000240,"Calle Parque Infantil, nº 33 36400 O Porriño - Pontevedra",Café bar,,,ANTONIOLAGO@ASEGAL.ORG,Donde comer,,,,,,,,,
PÍO PÍO,https://www.turismo.gal/recurso/-/detalle/259959079/pio-pio?langId=es_ES&tp=24&ctre=142,"JULIÁN VALVERDE - SABARÍS, 72 0 Baiona - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 350 532,,Donde comer,,,,,,,,,
"PIPEIRO, O",https://www.turismo.gal/recurso/-/detalle/r-po-001742/pipeiro-o?langId=es_ES&tp=24&ctre=142,ESTDA. DE VIGO NÚM. 5 0 Ponte Caldelas - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PIPPER S,https://www.turismo.gal/recurso/-/detalle/v-po-006448/pipper-s?langId=es_ES&tp=1001549&ctre=40000240,AV. DE GALICIA Nº 44 - 46 SALCEDA DE CASELAS 36470 Salceda de Caselas - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
"PIRAGUA, LA",https://www.turismo.gal/recurso/-/detalle/c-po-000560/piragua-la?langId=es_ES&tp=1001550&ctre=40000242,"Calle Sanjurjo Badía , nº 187 36207 Vigo - Pontevedra",Cafetería,,,,Donde comer,,,,,,,,,
"PIRATA, EL",https://www.turismo.gal/recurso/-/detalle/1529/pirata-el?langId=es_ES&tp=24&ctre=142,"Barrosa, nº s/n 36988 O Grove - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 738 313,,Donde comer,,,,,,,,,
PIRI PIRI,https://www.turismo.gal/recurso/-/detalle/v-po-009888/piri-piri?langId=es_ES&tp=1001549&ctre=40000240,R/ PROGRESO Nº 90 BAIXO IZQUIERDA 36880 A Cañiza - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PIRUCHO,https://www.turismo.gal/recurso/-/detalle/c-po-001134/pirucho?langId=es_ES&tp=1001550&ctre=40000242,"Calle Curros Enriquez, nº 2 36880 A Cañiza - Pontevedra",Cafetería,,+34 634 598 016,,Donde comer,,,,,,,,,
PISCINA OLÍMPICA,https://www.turismo.gal/recurso/-/detalle/180405000088/piscina-olimpica?langId=es_ES&tp=1001549&ctre=40000240,Calle ALMIRANTE MATOS - PONTEMUIÑOS 36153 Pontevedra - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PISCIS,https://www.turismo.gal/recurso/-/detalle/v-po-005578/piscis?langId=es_ES&tp=1001549&ctre=40000240,LG. CALVAR DOMAIO 0 Moaña - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PITA NA CURVA,https://www.turismo.gal/recurso/-/detalle/v-po-003207/pita-na-curva?langId=es_ES&tp=1001549&ctre=40000240,"LUGAR PARADELA, 49, BAIXO 36959 Moaña - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PITILLO,https://www.turismo.gal/recurso/-/detalle/v-po-005954/pitillo?langId=es_ES&tp=1001549&ctre=40000240,"Calle ALTA, nº 3 36002 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PITS,https://www.turismo.gal/recurso/-/detalle/180402000018/pits?langId=es_ES&tp=1001549&ctre=40000240,"Calle Suarez Llanos, nº 16 36208 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PITS,https://www.turismo.gal/recurso/-/detalle/v-po-005324/pits?langId=es_ES&tp=1001549&ctre=40000240,"Calle de Dona Tareixa, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,DIEGO@HELDISER.COM,Donde comer,,,,,,,,,
PIXEL GAMING BAR,https://www.turismo.gal/recurso/-/detalle/240103000018/pixel-gaming-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Ador, nº 4 36470 Salceda de Caselas - Pontevedra",Café bar,,+34 604 063 101,ALDARAFONSECA04@GMAIL.COM,Donde comer,,,,,,,,,
PIZZ BUR CAFE BAR,https://www.turismo.gal/recurso/-/detalle/v-po-007783/pizz-bur-cafe-bar?langId=es_ES&tp=1001549&ctre=40000240,"BEIRAMAR, 10 - BJ. 36980 O Grove - Pontevedra",Café bar,,+34 986 730 237,pizzeriapizzburg@gmail.com,Donde comer,,,,,,,,,
PIZZA DI MAMMA,https://www.turismo.gal/recurso/-/detalle/180612000244/pizza-di-mamma?langId=es_ES&tp=1001549&ctre=40000240,"Calle Teixugueiras, nº 26 36212 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA HUT,https://www.turismo.gal/recurso/-/detalle/171226000101/pizza-hut?langId=es_ES&tp=1001549&ctre=40000240,"Avenida MANUEL LEMOS, nº 22 36350 Nigrán - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA HUT,https://www.turismo.gal/recurso/-/detalle/210311001216/pizza-hut?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Florida, nº 34 36210 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA HUT,https://www.turismo.gal/recurso/-/detalle/v-po-004422/pizza-hut?langId=es_ES&tp=1001549&ctre=40000240,"Calle Nicaragua, nº 33 36203 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA HUT,https://www.turismo.gal/recurso/-/detalle/v-po-006670/pizza-hut?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sanjurjo Badía , nº 167 36204 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA JET,https://www.turismo.gal/recurso/-/detalle/27915/pizza-jet?langId=es_ES&tp=24&ctre=142,"Praia de Silgar, 20 36960 Sanxenxo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 690 110,,Donde comer,,,,,,,,,
PIZZA JET,https://www.turismo.gal/recurso/-/detalle/r-po-002178/pizza-jet?langId=es_ES&tp=24&ctre=142,R/MARÍA BERDIALES 7 VIGO 0 Vigo - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PIZZA MÓVIL,https://www.turismo.gal/recurso/-/detalle/15259/pizza-movil?langId=es_ES&tp=24&ctre=142,"R/ MANUEL LEMOS, 22- A RAMALLOSA, 22 36350 Nigrán - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PIZZA MOVIL,https://www.turismo.gal/recurso/-/detalle/210311001212/pizza-movil?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Ernestina Otero, nº 1 36800 Redondela - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA MÓVIL,https://www.turismo.gal/recurso/-/detalle/28460/pizza-movil?langId=es_ES&tp=24&ctre=142,Centro Comercial Arousa Local 115-116 36600 Vilagarcía de Arousa - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 669 295 070,anaesperante@gmail.com,Donde comer,,,,,,,,,
PIZZA MOVIL,https://www.turismo.gal/recurso/-/detalle/v-po-005447/pizza-movil?langId=es_ES&tp=1001549&ctre=40000240,"Calle Peregrina, nº 51 36003 Pontevedra - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA MOVIL,https://www.turismo.gal/recurso/-/detalle/v-po-006500/pizza-movil?langId=es_ES&tp=1001549&ctre=40000240,CESAREO VAZQUEZ 169 VIGO- LOCAL 27 36210 Vigo - Pontevedra,Café bar,,,,Donde comer,,,,,,,,,
PIZZA MOVIL,https://www.turismo.gal/recurso/-/detalle/v-po-006888/pizza-movil?langId=es_ES&tp=1001549&ctre=40000240,"AVDA. DE OURENSE, 1 900 Marín - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA MOVIL,https://www.turismo.gal/recurso/-/detalle/v-po-008684/pizza-movil?langId=es_ES&tp=1001549&ctre=40000240,"R/ CANDO, 5-6 0 O Porriño - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA PARK,https://www.turismo.gal/recurso/-/detalle/210302000026/pizza-park?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Arenal, nº 67 36500 Lalín - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA POP,https://www.turismo.gal/recurso/-/detalle/210310001118/pizza-pop?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Beiramar, nº 134 36980 O Grove - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZA WORLD VIGO,https://www.turismo.gal/recurso/-/detalle/r-po-003580/pizza-world-vigo?langId=es_ES&tp=24&ctre=142,"Callejon León , nº 11 36205 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 121 010,pavicrestauracion@gamil.com,Donde comer,,,,,,,,,
PIZZAME,https://www.turismo.gal/recurso/-/detalle/160728000119/pizzame?langId=es_ES&tp=1001549&ctre=40000240,"Calle CASTELAO, nº 128 36980 O Grove - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZERIA + PORCIONES,https://www.turismo.gal/recurso/-/detalle/v-po-007869/pizzeria-porciones?langId=es_ES&tp=1001549&ctre=40000240,"Calle González Sierra , nº 1 36211 Vigo - Pontevedra",Café bar,,,jose.torres91@gmail.com,Donde comer,,,,,,,,,
PIZZERIA ADEGA,https://www.turismo.gal/recurso/-/detalle/v-po-009618/pizzeria-adega?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Da Pastora, nº 23 36630 Cambados - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZERIA BAMBINO,https://www.turismo.gal/recurso/-/detalle/210311001219/pizzeria-bambino?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Sagasta, nº 19 36640 Pontecesures - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZERIA BORSALINO,https://www.turismo.gal/recurso/-/detalle/13124/pizzeria-borsalino?langId=es_ES&tp=24&ctre=142,"Calle Burgos, nº 46 36205 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 373 429,,Donde comer,,,,,,,,,
PIZZERIA CARLOS,https://www.turismo.gal/recurso/-/detalle/220527000593/pizzeria-carlos?langId=es_ES&tp=24&ctre=142,"EDUARDO PONDAL, nº 26 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,sperezmartinez53@gmail.com,Donde comer,,,,,,,,,
PIZZERIA CARMELITA,https://www.turismo.gal/recurso/-/detalle/170912000195/pizzeria-carmelita?langId=es_ES&tp=24&ctre=142,"Carretera Da Lanzada, nº 37 36970 Sanxenxo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 699 478 342,,Donde comer,,,,,,,,,
PIZZERÍA CERKANÍAS,https://www.turismo.gal/recurso/-/detalle/15679/pizzeria-cerkanias?langId=es_ES&tp=24&ctre=142,"Arxentina, nº 9 36470 Salceda de Caselas - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 343 045,,Donde comer,,,,,,,,,
PIZZERIA DENIOS,https://www.turismo.gal/recurso/-/detalle/190312000117/pizzeria-denios?langId=es_ES&tp=24&ctre=142,"Avenida Buenos Aires, nº 97 36500 Lalín - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 782 483,,Donde comer,,,,,,,,,
PIZZERIA DI MARCO,https://www.turismo.gal/recurso/-/detalle/268786193/pizzeria-di-marco?langId=es_ES&tp=24&ctre=142,"Calle Coruña, nº 6 36780 A Guarda - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,Donde comer,,,,,,,,,
PIZZERIA DO BOLUDO,https://www.turismo.gal/recurso/-/detalle/220613000080/pizzeria-do-boludo?langId=es_ES&tp=24&ctre=142,"Moreira Casal, nº 4 36600 Vilagarcía de Arousa - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 651 071 548,,Donde comer,,,,,,,,,
PIZZERIA DOUS MARES,https://www.turismo.gal/recurso/-/detalle/37413/pizzeria-dous-mares?langId=es_ES&tp=24&ctre=142,"Calle Padre Seixas, nº 40 36209 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 886 114 633,,Donde comer,,,,,,,,,
PIZZERÍA EL PIBE,https://www.turismo.gal/recurso/-/detalle/280189387/pizzeria-el-pibe?langId=es_ES&tp=24&ctre=142,"Rúa Naranjo, 10, baixo 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 101 601,pizzeriaelpibepontevedra@hotmail.com,Donde comer,,,,,,,,,
PIZZERIA EL RINCON DE ENRIQUE,https://www.turismo.gal/recurso/-/detalle/v-po-002545/pizzeria-el-rincon-de-enrique?langId=es_ES&tp=1001549&ctre=40000240,"Calle Manolo Martínez, nº 1 36210 Vigo - Pontevedra",Café bar,,,pizzeriarinconenrique@gmail.com,Donde comer,,,,,,,,,
PIZZERIA EL VENTANAL,https://www.turismo.gal/recurso/-/detalle/33415/pizzeria-el-ventanal?langId=es_ES&tp=24&ctre=142,"Carretera Coutada, nº 58 36312 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 413 819,elventanalbeade@hotmail.com,Donde comer,,,,,,,,,
PIZZERIA GALEGA,https://www.turismo.gal/recurso/-/detalle/v-po-009214/pizzeria-galega?langId=es_ES&tp=1001549&ctre=40000240,"Calle Trasdeza, nº 35 36540 Silleda - Pontevedra",Café bar,,,JRFONDEVILA@HOTMAIL.COM,Donde comer,,,,,,,,,
PIZZERÍA HISPANO ARGENTINA,https://www.turismo.gal/recurso/-/detalle/32139/pizzeria-hispano-argentina?langId=es_ES&tp=24&ctre=142,"Calle RODRÍGUEZ SEOANE, nº 4 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 104 050,,Donde comer,,,,,,,,,
PIZZERÍA ITALIA,https://www.turismo.gal/recurso/-/detalle/v-po-005117/pizzeria-italia?langId=es_ES&tp=1001549&ctre=40000240,"Calle Hospital, nº 15 36630 Cambados - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZERIA L´ITALIANA,https://www.turismo.gal/recurso/-/detalle/276081035/pizzeria-l-italiana?langId=es_ES&tp=24&ctre=142,"Calle TEIXUGUEIRAS, nº 12 36212 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 886 124 892,pizzeria@litaliana.es,Donde comer,,,,,,,,,
PIZZERIA NAPOLITANA,https://www.turismo.gal/recurso/-/detalle/1187/pizzeria-napolitana?langId=es_ES&tp=24&ctre=142,"Calle Fotógrafo Angel Llanos , nº 12 36211 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 232 542,,Donde comer,,,,,,,,,
PIZZERIA NAPOLITANA,https://www.turismo.gal/recurso/-/detalle/280382921/pizzeria-napolitana?langId=es_ES&tp=24&ctre=142,"Cánovas de Castillo, C.C. A Laxe, nº 1 36201 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 126 632,,Donde comer,,,,,,,,,
PIZZERIA NAPOLITANA,https://www.turismo.gal/recurso/-/detalle/r-po-002348/pizzeria-napolitana?langId=es_ES&tp=24&ctre=142,PRAZA DE COMPOSTELA 16 201 Vigo - Pontevedra,Restaurante,3º Categoría - 2 Tenedores,,,Donde comer,,,,,,,,,
PIZZERIA NICOLETA,https://www.turismo.gal/recurso/-/detalle/210311001411/pizzeria-nicoleta?langId=es_ES&tp=1001549&ctre=40000240,"Travesía De Vigo, nº 93 36206 Vigo - Pontevedra",Café bar,,,,Donde comer,,,,,,,,,
PIZZERIA PICCOLA,https://www.turismo.gal/recurso/-/detalle/276758672/pizzeria-piccola?langId=es_ES&tp=24&ctre=142,"Paseo Matutino, nº 33 36860 Ponteareas - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 650 174 563,cgarridoalfaya@gmail.com,Donde comer,,,,,,,,,
PIZZERÍA RESTAURANTE MARÍA AGUIÑO,https://www.turismo.gal/recurso/-/detalle/261226691/pizzeria-restaurante-maria-aguino?langId=es_ES&tp=24&ctre=142,"Pablo Iglesias, nº 26 O Grove - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 731 571,,Donde comer,,,,,,,,,
PIZZERÍA RESTAURANTE O RODICIO,https://www.turismo.gal/recurso/-/detalle/14613/pizzeria-restaurante-o-rodicio?langId=es_ES&tp=24&ctre=142,"Travesía de Vigo, nº 289 36207 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 252 120,,Donde comer,,,,,,,,,
PIZZERIA ROMA 76,https://www.turismo.gal/recurso/-/detalle/c-po-000455/pizzeria-roma-76?langId=es_ES&tp=1001550&ctre=40000242,"Calle Fuensanta Rodríguez, nº 1 36960 Sanxenxo - Pontevedra",Cafetería,,+34 621 006 936,susi.barjas@gmail.com,Donde comer,,,,,,,,,
